,Otu19;Clostridiales(o),Otu37;Clostridiales(o),Otu28;Firmicutes(p),Otu44;Clostridiales(o),Otu25;Clostridiales(o),Otu18;Clostridiales(o),Otu23;Lactobacillus(g),Otu12;Lactobacillus(g),Otu30;Clostridiales(o),Otu24;Clostridiales(o),Otu5;Porphyromonadaceae(f),Otu29;Oscillibacter(g),Otu26;Ruminococcaceae(f),Otu2;Bacteroides(g),Otu3;Alistipes(g),Otu35;Clostridiales(o),Otu7;Porphyromonadaceae(f),Otu8;Porphyromonadaceae(f),Otu1;Porphyromonadaceae(f),Otu22;Blautia(g),Otu4;Porphyromonadaceae(f),Otu14;Porphyromonadaceae(f),Otu16;Bacteroidetes(p),Otu21;Clostridiales(o),Otu6;Porphyromonadaceae(f),Otu9;Lactobacillus(g),Otu17;Clostridiales(o),Otu11;Bacteroidales(o),Otu15;Barnesiella(g),Otu13;Porphyromonadaceae(f),Otu10;Bacteroidales(o),Otu27;Bacteroidales(o),Otu20;Turicibacter(g)
Otu010946,0.140324139,-0.284732226,-0.111394449,-0.169290175,-0.239885889,-0.185987131,0.366134492,0.168907737,-0.341476671,-0.169474317,0.071469324,-0.562262346,-0.405820338,0.450503876,-0.100969526,-0.10450803,-0.056445923,0.017465709,0.185181189,-0.126612892,0.327222411,0.00021732,-0.120346721,-0.274048535,-0.060700717,0.445978472,-0.254957484,-0.222883239,-0.043943517,-0.117279609,-0.059293269,-0.170623761,0.018953851
Otu010947,0.472576273,-0.282286296,0.092001125,-0.242879642,-0.205897564,0.014570612,0.35933423,0.423981958,-0.334198964,-0.189093909,0.314075758,-0.343484341,-0.179554522,0.406944738,0.083328474,-0.043227801,0.01474276,0.001218857,-0.012448735,-0.104566158,0.336077706,0.285206643,-0.175693447,-0.519898781,-0.295532596,0.297660824,-0.237851086,-0.386398507,-0.222701294,-0.393194313,-0.381626479,-0.381251163,-0.30207283
Otu011122,-0.538890407,0.184042597,-0.155703809,0.090916542,-0.009857434,-0.124847271,-0.291446833,-0.419216467,0.211602733,0.082518854,-0.310401002,0.08918875,0.042664715,-0.339513044,-0.056564341,0.010428832,-0.010262258,0.011890865,-0.092730333,-0.045882769,-0.295339179,-0.279865338,0.151838589,0.458038074,0.349619979,-0.153365052,0.252743106,0.324871721,0.229831705,0.370378414,0.332546082,0.428191704,0.430097227
Otu011142,0.443407051,-0.063225454,0.153207291,-0.151015787,-0.071963327,0.189413149,0.418712357,0.337468941,-0.109502007,-0.016276757,0.293713826,-0.154032637,-0.016903176,0.20514283,0.056718173,0.07937738,-0.085504521,-0.088289368,-0.172064605,-0.009668516,0.136179037,0.095642508,-0.222790829,-0.37700548,-0.356157591,0.375668274,-0.229746097,-0.46098205,-0.357754189,-0.450990998,-0.510749921,-0.442760142,-0.323541792
Otu011177,0.499207261,-0.032954174,0.169276373,-0.056762459,-0.021606679,0.146305587,0.420163534,0.329745356,-0.200444146,-0.12119401,0.440188067,-0.122668603,0.019116286,0.291841855,-0.039031253,0.01501197,-0.123453309,-0.145607642,-0.109519211,-0.108801312,0.16695585,0.128824017,-0.287096122,-0.434965074,-0.433950346,0.304100311,-0.281000658,-0.478848878,-0.345859129,-0.506771797,-0.492717947,-0.4127172,-0.393600283
Otu011192,-0.550434175,0.178205466,-0.214270126,0.008920558,-0.03269822,-0.107922297,-0.312253374,-0.448816683,0.183281244,0.053894439,-0.317400028,0.069460317,0.066624994,-0.30928915,-0.011355925,0.068257816,0.027880444,0.037145743,-0.107406849,-0.037664079,-0.254041685,-0.250448466,0.162281198,0.44946611,0.355241163,-0.133908411,0.258936814,0.329302529,0.225072107,0.376508149,0.306415361,0.379753107,0.432794751
Otu011204,-0.31359315,-0.205632007,-0.253439069,-0.327472485,-0.096308516,-0.310249077,-0.517813414,-0.024566969,-0.091328565,-0.279943354,-0.162210872,-0.076515557,-0.02457431,-0.124701939,-0.037471674,0.013751652,0.431115633,0.365012039,0.18150115,-0.052434406,0.126200852,0.196426283,0.256767086,0.013747917,0.310644234,-0.393942363,0.075679573,0.427281575,0.348090264,0.252236381,0.371506352,0.301625913,0.236747402
Otu011222,-0.544540469,0.188063676,-0.175567137,0.078033285,-0.032270332,-0.069802814,-0.279837233,-0.431454028,0.255705288,0.143553923,-0.337488462,0.11995872,0.082991498,-0.361634563,-0.02829062,0.033686499,-0.059935368,-0.037584185,-0.161620557,-0.004127967,-0.3233138,-0.284538717,0.1015729,0.445192833,0.321024213,-0.153660904,0.322300695,0.297702464,0.217437359,0.396774124,0.303264009,0.385340676,0.436168367
Otu011269,0.3111968,-0.30063321,0.105037171,-0.197487273,-0.328131425,-0.024242859,0.464460992,0.302839409,-0.367202007,-0.012990956,0.045402761,-0.500397221,-0.389294486,0.490635448,-0.009148882,-0.109579744,-0.181115873,-0.106841846,0.12910934,-0.009641618,0.324983977,0.101294212,-0.172211522,-0.405378515,-0.15069654,0.429717075,-0.102099439,-0.350230413,-0.069166826,-0.110482301,-0.163590141,-0.306199424,-0.067076291
Otu011273,0.442191095,-0.303665478,0.025177033,-0.211320906,-0.226725744,-0.016144799,0.327542011,0.429856201,-0.345111913,-0.230635522,0.313397749,-0.364707967,-0.203240427,0.417021113,0.036670794,-0.065472452,0.026777392,0.020067851,0.011483149,-0.121585553,0.31689115,0.253549385,-0.162152745,-0.50327433,-0.294737679,0.304924769,-0.238548815,-0.367510645,-0.208706615,-0.365761722,-0.354083129,-0.360912636,-0.29738292
Otu011282,0.485514501,-0.029020635,0.224234445,-0.066763412,-0.013245936,0.168693071,0.388608038,0.389218143,-0.103282853,0.000209881,0.317252574,-0.076643379,-0.019841474,0.22154078,-0.055106367,0.026581906,-0.076813463,-0.080528526,-0.052181023,-0.068364387,0.163130232,0.1519508,-0.201000228,-0.377041065,-0.38528236,0.323414052,-0.256450415,-0.455520562,-0.352674621,-0.469687279,-0.501032724,-0.402207016,-0.370265021
Otu011283,0.497818057,-0.032192051,0.214547634,-0.067878443,-0.014991151,0.169067871,0.369785253,0.371618452,-0.109110368,-0.009026303,0.353057861,-0.085485603,-0.009268541,0.229706395,-0.043557635,0.01630029,-0.098609535,-0.098142142,-0.050156163,-0.066864599,0.170793508,0.150493003,-0.220846953,-0.387614971,-0.406832394,0.312113626,-0.273761045,-0.467093663,-0.369369778,-0.484455678,-0.504392433,-0.404161776,-0.392088583
Otu011289,0.457539164,0.057222839,0.124936236,-0.031875332,0.186523611,0.1304225,0.368248675,0.241121446,-0.217006179,-0.147810412,0.39075541,-0.172317152,-0.126413135,0.325880995,-0.156359156,-0.037082194,-0.093915759,-0.07374949,0.205515081,-0.110354013,0.240667894,0.110329385,-0.124092107,-0.327709825,-0.389217416,0.362321588,-0.553598016,-0.353519563,-0.323569946,-0.481210758,-0.407257375,-0.364091981,-0.375100075
Otu011305,0.446645844,-0.010313967,0.213810336,-0.025798939,-0.030940219,0.164397025,0.427240617,0.315269892,-0.124620655,0.002537556,0.348361541,-0.052216682,0.020448595,0.282176903,-0.109796097,0.050223353,-0.161137566,-0.145517419,-0.076304259,-0.076584386,0.133064302,0.138814843,-0.258425859,-0.328626312,-0.409880868,0.335822554,-0.244992671,-0.451832892,-0.344639174,-0.474668833,-0.503393998,-0.386912237,-0.355237508
Otu011306,0.482250592,-0.017357745,0.147927334,-0.075893423,-0.007036541,0.218578138,0.370256817,0.31387882,-0.039088496,-0.05755945,0.348731446,-0.11185974,-0.000996925,0.235445913,-0.011897666,0.094857023,-0.093826935,-0.072486008,-0.120516858,-0.033943937,0.104042615,0.05592987,-0.21782803,-0.307651954,-0.421639568,0.345050653,-0.281578768,-0.503003413,-0.402736564,-0.525913058,-0.524989435,-0.446088301,-0.375834907
Otu011317,-0.547936464,0.134908992,-0.210571902,0.005490623,-0.064082364,-0.131274447,-0.260402912,-0.396632274,0.189235453,0.106437558,-0.380228146,0.061815911,0.016463365,-0.30810799,-0.022264461,0.039149098,0.045734772,0.086931729,-0.086055674,-0.01059207,-0.242708973,-0.261875667,0.176913255,0.42492803,0.370950692,-0.11930135,0.276495245,0.32172733,0.234990651,0.416782103,0.319194021,0.367014947,0.44589145
Otu011376,0.457651354,-0.077364555,0.093785165,-0.187036693,-0.085330812,0.17673748,0.413000576,0.311571441,-0.090971849,-0.051963187,0.382498988,-0.196674742,-0.019341664,0.272166727,0.016226021,0.055975125,-0.066121077,-0.062955399,-0.111488476,-0.086484146,0.189929494,0.103596289,-0.217916084,-0.37709956,-0.379585057,0.401358701,-0.267544687,-0.486297542,-0.386468496,-0.500877943,-0.515509055,-0.448608652,-0.335354112
Otu011498,0.462890056,-0.021514452,0.213912848,-0.074842968,-0.014039322,0.204852192,0.422617097,0.32972053,-0.057544222,0.023415838,0.283421344,-0.070329787,-0.004631302,0.224238616,-0.04282977,0.080786173,-0.102441493,-0.082923785,-0.08174506,-0.001113525,0.09885317,0.09500382,-0.212512279,-0.335306363,-0.389015045,0.391435331,-0.271053245,-0.454845544,-0.3729306,-0.46295831,-0.508708334,-0.4193384,-0.365129929
Otu011508,0.462515666,0.035732104,0.169736395,0.016729535,0.177287065,0.16654992,0.424551242,0.193855375,-0.173524135,-0.090736518,0.364613901,-0.222057559,-0.08134048,0.339289106,-0.178781614,0.070758866,-0.205220979,-0.189836522,0.161874123,-0.0197973,0.207619671,0.104252247,-0.150242576,-0.319719209,-0.391862971,0.433916777,-0.505131144,-0.370803966,-0.305900128,-0.458820572,-0.355331116,-0.434038416,-0.345805411
Otu011538,0.449194889,-0.032221208,0.177584055,-0.133560452,-0.033040335,0.196021931,0.427309173,0.32907121,-0.055623544,0.007050738,0.331093648,-0.121554766,0.013398992,0.230185538,-0.005157283,0.094587138,-0.090919317,-0.089627248,-0.117344106,-0.053931685,0.152420112,0.1224048,-0.249596537,-0.338879387,-0.379970299,0.373483876,-0.258736465,-0.471697067,-0.371882083,-0.499855411,-0.502213582,-0.434955574,-0.316332403
Otu011570,0.471865411,-0.272318001,0.080297339,-0.214765336,-0.193120987,0.027900933,0.365892557,0.413794696,-0.315851193,-0.194151871,0.31152174,-0.334638766,-0.163168737,0.400499022,0.083409791,-0.03339547,0.006850912,-0.00095794,-0.022263046,-0.104450212,0.317595347,0.280873607,-0.20190643,-0.512611881,-0.311462545,0.302525205,-0.258858696,-0.390425485,-0.230629147,-0.394697383,-0.384606729,-0.392588592,-0.299820003
Otu011623,0.45843837,-0.112156241,0.065464852,-0.215225853,-0.115140431,0.156406768,0.381639141,0.342327591,-0.118498413,-0.055167975,0.349003472,-0.191196631,-0.052290675,0.27135918,0.036968541,0.047675526,-0.041766663,-0.054942423,-0.116870111,-0.067948863,0.202043115,0.112970592,-0.210759584,-0.408440999,-0.360632238,0.377036327,-0.227572249,-0.470214259,-0.376332088,-0.471108146,-0.523129111,-0.448179166,-0.34405344
Otu011776,0.437613008,-0.064757832,0.079981525,-0.044245252,-0.065743616,0.212946606,0.428369278,0.2911213,-0.020269006,-0.03177924,0.298014938,-0.122410344,0.023805146,0.263789179,-0.014682458,0.119508679,-0.124651561,-0.084787134,-0.159461152,-0.007553029,0.067276935,0.025537124,-0.306198939,-0.266258721,-0.439340921,0.398808886,-0.272115654,-0.490407363,-0.412550744,-0.502987405,-0.515528135,-0.4562793,-0.331454696
Otu011857,0.476919965,-0.088639006,0.127068536,-0.159877702,-0.083265089,0.196082941,0.402128535,0.303303021,-0.071394287,0.005087658,0.323396112,-0.154999679,-0.004635996,0.281124892,0.04533648,0.068573524,-0.104275915,-0.087876838,-0.125645432,-0.016221138,0.174444151,0.105161591,-0.230714149,-0.381261456,-0.396917125,0.399153768,-0.258608535,-0.493116739,-0.41202074,-0.483341905,-0.546648725,-0.469154243,-0.374825201
Otu011859,0.448224054,-0.098392829,0.115470939,-0.188146405,-0.098561723,0.160312361,0.379150451,0.34744605,-0.106216554,-0.014597669,0.328777394,-0.176761844,-0.029390864,0.269548207,0.01596419,0.039992411,-0.058762573,-0.061722252,-0.100036481,-0.068548519,0.217513931,0.147030549,-0.1829378,-0.399118642,-0.350718267,0.373963662,-0.225883206,-0.462767827,-0.361487716,-0.455534666,-0.518282002,-0.437450317,-0.336537748
Otu011860,0.447496926,-0.107142801,0.100096127,-0.208267219,-0.107253212,0.150911044,0.369441065,0.353849993,-0.111804491,-0.030533188,0.346470855,-0.194884253,-0.042864097,0.264865138,0.030147504,0.047892848,-0.058682888,-0.064985177,-0.106837735,-0.061851119,0.210213078,0.135094183,-0.208275921,-0.401487572,-0.36139286,0.369411256,-0.234412149,-0.465321456,-0.363716556,-0.469964034,-0.51000572,-0.436528363,-0.335067658
Otu011862,0.464273653,-0.073427866,0.105869388,-0.184285635,-0.068175125,0.199548168,0.401244224,0.317348559,-0.068626151,-0.03435239,0.366453302,-0.189534794,-0.008797507,0.268420045,0.035404435,0.08126185,-0.079063818,-0.077390735,-0.124401337,-0.056492441,0.179679428,0.104867124,-0.21641868,-0.370020665,-0.383295939,0.399556083,-0.254479386,-0.501366749,-0.401380637,-0.50701459,-0.532003098,-0.470003413,-0.344049579
Otu011864,0.456572628,-0.102752589,0.094145113,-0.197221441,-0.108495497,0.155424614,0.385808336,0.341960868,-0.121667178,-0.043662267,0.362511611,-0.185745439,-0.037542444,0.283323909,0.02228628,0.044686304,-0.060315371,-0.063680622,-0.107296301,-0.065948145,0.204109928,0.122233793,-0.217299031,-0.394491181,-0.371990621,0.373039403,-0.239990604,-0.470315928,-0.37074272,-0.48093238,-0.514032021,-0.439436347,-0.344663321
Otu011865,0.452262673,-0.097024863,0.112636843,-0.17858099,-0.096584005,0.155690671,0.383680323,0.349293362,-0.112022021,-0.02853501,0.346593314,-0.1780048,-0.038305678,0.274126022,0.003831287,0.044986435,-0.071679985,-0.069587792,-0.096491857,-0.057601033,0.196287674,0.12542501,-0.203551554,-0.390657255,-0.367223892,0.383396637,-0.242350289,-0.467340641,-0.366556265,-0.469715627,-0.511298803,-0.436185505,-0.347135553
Otu012113,0.49126093,-0.029739528,0.144949234,-0.122490349,-0.03302567,0.240335598,0.430452924,0.275430511,-0.031105477,-0.004922217,0.368563395,-0.128257385,0.031665756,0.269419779,0.020249794,0.096273624,-0.121261941,-0.086583709,-0.12163369,-0.019189224,0.125864358,0.074804469,-0.250837815,-0.324694563,-0.438366761,0.409416693,-0.309163394,-0.522432542,-0.439491841,-0.532102982,-0.558618184,-0.484822239,-0.393197163
Otu012114,0.443471895,-0.10176481,0.091194816,-0.182079069,-0.105534596,0.143475451,0.378542868,0.349053739,-0.119348474,-0.042925075,0.355034862,-0.184926271,-0.0435068,0.272865799,-0.000696641,0.034852856,-0.060274155,-0.064017776,-0.095452746,-0.075547981,0.203876653,0.120874245,-0.207223643,-0.395443441,-0.364459903,0.378014716,-0.239415005,-0.457468866,-0.359379817,-0.467044942,-0.501198581,-0.423001079,-0.334750076
Otu012238,0.424781977,-0.061496931,0.132952379,-0.158019852,-0.078669587,0.193311558,0.444717503,0.31165026,-0.096476833,-0.032069216,0.303269257,-0.182892533,-0.008354195,0.221169434,0.032811806,0.08275275,-0.066372231,-0.060392695,-0.171054749,-0.047619339,0.143977427,0.082991773,-0.183792293,-0.354248514,-0.335381537,0.413511236,-0.23252823,-0.463240933,-0.353458798,-0.453215974,-0.50095965,-0.444345937,-0.29442405
Otu012319,0.451992384,0.121040029,0.100561638,0.043021175,0.148095461,0.152718069,0.370576196,0.159493122,-0.110419948,-0.158733752,0.487728145,-0.194478113,-0.077353943,0.270447336,-0.221579237,0.01419529,-0.221495339,-0.252132869,0.16236995,-0.154164721,0.104784019,-0.084676941,-0.297402575,-0.236615941,-0.429393034,0.305614589,-0.416643582,-0.453714725,-0.362566052,-0.515625348,-0.377723281,-0.341678147,-0.325828988
Otu012326,0.485071979,-0.040773094,0.167788043,-0.086472018,-0.029097166,0.168553589,0.394503588,0.358758048,-0.1036574,-0.042562725,0.353183754,-0.093313885,-0.025643604,0.24376433,-0.052244818,0.04414421,-0.080766998,-0.084945298,-0.076055555,-0.073220668,0.151178084,0.113898684,-0.227017049,-0.370681618,-0.393551619,0.337213217,-0.257889683,-0.469721329,-0.367514165,-0.492387149,-0.506537944,-0.417271524,-0.369310994
Otu012595,0.459996837,-0.116710811,0.089581444,-0.209897335,-0.115630057,0.156934345,0.38652897,0.339643936,-0.114719535,-0.036836595,0.350705082,-0.187463924,-0.031886527,0.279138937,0.034770749,0.047424511,-0.050572158,-0.057363875,-0.116431055,-0.064973342,0.214917011,0.125421117,-0.211473306,-0.403390815,-0.363613225,0.370257766,-0.228585571,-0.472377681,-0.375397927,-0.477974009,-0.518423998,-0.445366784,-0.340891874
Otu012597,0.43145802,-0.061490952,0.178359933,-0.13536528,-0.072490352,0.18075626,0.397577576,0.345045289,-0.091549596,0.001408373,0.275182906,-0.128582784,-0.003745301,0.213691263,0.001044605,0.073282152,-0.073807734,-0.08111955,-0.141940396,-0.039038182,0.141094965,0.125535111,-0.200504275,-0.370403942,-0.339843333,0.354726196,-0.197400318,-0.446950909,-0.339698237,-0.438242062,-0.500476096,-0.41200601,-0.307972799
Otu012674,0.463314578,-0.03565419,0.171369195,-0.089125848,-0.031065074,0.169213686,0.37861405,0.360828075,-0.096840105,-0.020557526,0.322338973,-0.103395101,-0.024476628,0.211498991,-0.038942953,0.049535305,-0.092911215,-0.093460165,-0.084919929,-0.068386368,0.155527528,0.13381567,-0.222467287,-0.367146759,-0.381683621,0.335269275,-0.256840759,-0.456876672,-0.358757065,-0.46981675,-0.501755156,-0.407987774,-0.351913715
Otu012678,0.484838088,-0.057859783,0.167060468,-0.097618825,-0.053267609,0.158042985,0.362602686,0.38472695,-0.105971601,-0.015109584,0.325866544,-0.110986968,-0.034885285,0.227435764,-0.02560473,0.030412894,-0.070764142,-0.074188541,-0.0901223,-0.07210182,0.168655358,0.121179648,-0.210183115,-0.381901948,-0.391099098,0.325928548,-0.247245102,-0.4765457,-0.379834422,-0.480574843,-0.517926944,-0.428728871,-0.37615356
Otu012679,-0.514405261,0.146276524,-0.192325637,0.080082649,0.016870874,-0.1769212,-0.278247422,-0.415596075,0.154933022,0.000280417,-0.275280453,0.053482184,0.031081889,-0.250237644,-0.14152662,-0.013585111,0.092997995,0.122436793,0.050404654,-0.111524572,-0.211199545,-0.252118653,0.190240722,0.418389256,0.329812118,-0.097721716,0.109115081,0.353423706,0.220046735,0.328526455,0.36188591,0.446127062,0.385988548
Otu012822,0.445070164,-0.084677323,0.107932077,-0.188942415,-0.090596329,0.159600613,0.397044672,0.346078271,-0.105074024,-0.023438017,0.348081408,-0.165916536,-0.033976392,0.257419818,0.014279364,0.058835933,-0.068540274,-0.066361209,-0.11163798,-0.045317354,0.186464617,0.110698119,-0.220091519,-0.37672641,-0.370568049,0.383966798,-0.25153563,-0.463131168,-0.365285415,-0.476130469,-0.510860672,-0.438748027,-0.341180942
Otu012878,-0.536601676,0.160341048,-0.266978998,0.052169542,0.034786489,-0.090914998,-0.260632039,-0.41257577,0.236785348,0.153049564,-0.318057609,0.092645206,0.040086351,-0.305662763,-0.044668182,0.017546877,-0.035164103,-0.01795389,-0.032623229,-0.021540322,-0.194051929,-0.243707366,0.147213193,0.401455075,0.334762892,-0.064610594,0.226425409,0.278341779,0.193495158,0.416325351,0.333300973,0.356067001,0.388527811
Otu012900,-0.515203187,0.211754799,-0.20029703,0.142080376,0.095560267,-0.127743975,-0.301684919,-0.441622339,0.201804446,0.011610835,-0.306095867,0.149602034,0.099372301,-0.213715417,-0.209874584,-0.011548913,0.08885449,0.092654979,0.078550682,-0.135852452,-0.250774123,-0.208796301,0.224205866,0.412143469,0.287759094,-0.108517245,0.140286454,0.35708468,0.198321557,0.353613877,0.343301876,0.440034493,0.344879738
Otu013029,0.445059324,-0.067618064,0.156818688,-0.149674326,-0.069622441,0.209144309,0.43741764,0.304168689,-0.066965945,0.009837512,0.31294826,-0.193605287,-0.026556397,0.276631243,0.005691692,0.07316696,-0.127165488,-0.10037531,-0.097610785,-0.040931379,0.167983061,0.126752881,-0.161436519,-0.340324245,-0.354920868,0.442966285,-0.233666934,-0.491835766,-0.380865113,-0.463875929,-0.540049772,-0.455167522,-0.330129867
Otu013034,-0.533116107,0.171506303,-0.171731269,0.139009797,0.033005285,-0.142771768,-0.363850999,-0.456537346,0.196486881,0.063252374,-0.246317065,0.145206521,0.097718833,-0.304527658,-0.106956613,-0.034314001,0.015438567,0.03348556,-0.01097976,-0.076651305,-0.258778313,-0.199896809,0.128279759,0.437207994,0.303992401,-0.198756839,0.197497578,0.378037712,0.2389327,0.36434323,0.376963881,0.466232949,0.379987517
Otu013087,0.465551465,-0.116866893,0.097935937,-0.199426852,-0.112678656,0.149689527,0.384854374,0.349721534,-0.116095364,-0.035281294,0.361190194,-0.194566014,-0.043855319,0.275217089,0.031639104,0.04112637,-0.071016658,-0.071334093,-0.111332506,-0.059462823,0.211337325,0.121454952,-0.220380239,-0.402208866,-0.37139785,0.375965292,-0.24099241,-0.479593217,-0.377697157,-0.484202051,-0.516440081,-0.446484972,-0.349075101
Otu013179,0.446816025,-0.0678062,0.128102562,-0.152529538,-0.072230794,0.182653973,0.413803859,0.331403694,-0.071069325,-0.016678911,0.347910841,-0.174986371,-0.013080617,0.253269586,0.00392781,0.063733079,-0.080187958,-0.062360203,-0.112163003,-0.055825235,0.17079036,0.098869645,-0.205359822,-0.34537876,-0.377686796,0.40386579,-0.266045459,-0.480202574,-0.37771611,-0.489928935,-0.510200139,-0.443909141,-0.330353631
Otu013180,0.454835104,-0.039367007,0.109397791,-0.081774425,-0.041431973,0.217082346,0.423538729,0.239222902,-0.017797978,-0.017934924,0.366936243,-0.125110955,0.043472662,0.258904728,-0.011138946,0.098332981,-0.146009764,-0.097666649,-0.134014921,-0.025488755,0.10708924,0.044479236,-0.283875587,-0.306360928,-0.45149347,0.406958045,-0.328517942,-0.500220569,-0.426458745,-0.519858104,-0.529665305,-0.456563008,-0.36281991
