,Otu19;Clostridiales(o),Otu37;Clostridiales(o),Otu28;Firmicutes(p),Otu44;Clostridiales(o),Otu25;Clostridiales(o),Otu18;Clostridiales(o),Otu23;Lactobacillus(g),Otu12;Lactobacillus(g),Otu30;Clostridiales(o),Otu24;Clostridiales(o),Otu5;Porphyromonadaceae(f),Otu29;Oscillibacter(g),Otu26;Ruminococcaceae(f),Otu2;Bacteroides(g),Otu3;Alistipes(g),Otu35;Clostridiales(o),Otu7;Porphyromonadaceae(f),Otu8;Porphyromonadaceae(f),Otu1;Porphyromonadaceae(f),Otu22;Blautia(g),Otu4;Porphyromonadaceae(f),Otu14;Porphyromonadaceae(f),Otu16;Bacteroidetes(p),Otu21;Clostridiales(o),Otu6;Porphyromonadaceae(f),Otu9;Lactobacillus(g),Otu17;Clostridiales(o),Otu11;Bacteroidales(o),Otu15;Barnesiella(g),Otu13;Porphyromonadaceae(f),Otu10;Bacteroidales(o),Otu27;Bacteroidales(o),Otu20;Turicibacter(g)
Otu008258,0.181988369,-0.093300399,-0.015388078,-0.218136838,0.021977442,-0.048220014,0.373466577,0.052864933,-0.263255421,-0.170838,0.179262159,-0.407348421,-0.167265231,0.284196061,-0.078134043,0.049971471,-0.0699408,-0.042991214,0.159008314,-0.125227889,0.290274741,0.040248058,-0.080028347,-0.290908899,-0.186025278,0.471723527,-0.544313635,-0.175509401,-0.101903353,-0.254554692,-0.120510256,-0.219487663,-0.059842615
Otu008284,0.465947047,-0.26409277,0.100113397,-0.225081647,-0.193972959,0.034947332,0.383401971,0.417987376,-0.318966529,-0.177713637,0.301170324,-0.332407958,-0.162112135,0.399355021,0.075903221,-0.035709768,0.007748896,-0.005572088,-0.015641204,-0.101522,0.318851355,0.282371171,-0.178340767,-0.508189033,-0.292001646,0.321214079,-0.232806965,-0.381534651,-0.22317248,-0.386851365,-0.382537928,-0.37544529,-0.290818525
Otu008285,0.44439232,-0.300169455,0.042604165,-0.227360406,-0.224147947,0.002285182,0.336368055,0.430797854,-0.342958312,-0.219839694,0.29346749,-0.366448843,-0.19917095,0.418403488,0.060915023,-0.054973496,0.037260981,0.022584463,0.003075455,-0.111580921,0.31638246,0.266026217,-0.145546875,-0.502888453,-0.274286365,0.307433431,-0.21264205,-0.368196534,-0.206278577,-0.358363681,-0.35907639,-0.36888236,-0.288092969
Otu008445,0.458568247,-0.034644199,0.211016152,-0.034114138,-0.069010347,0.107618117,0.345270419,0.294903039,-0.148769526,-0.083263893,0.496349731,-0.131385422,-0.002276759,0.186981772,-0.009540487,-0.052174859,-0.082430209,-0.10724411,-0.136354263,-0.158036657,0.128892819,0.120799996,-0.25499701,-0.285786821,-0.347132034,0.259797037,-0.252112405,-0.371412196,-0.337892361,-0.541468729,-0.469506823,-0.337593953,-0.316052173
Otu008446,0.4720568,-0.051923098,0.182576904,-0.120260946,-0.05891848,0.146626908,0.401215124,0.389869085,-0.132406673,-0.000509538,0.342547124,-0.113924181,-0.018005143,0.265206662,-0.019039743,0.038479778,-0.088138387,-0.104247811,-0.093615096,-0.095601973,0.206237893,0.176663772,-0.259099813,-0.390122526,-0.381232226,0.328619731,-0.23746495,-0.466135827,-0.355340712,-0.486740445,-0.506609307,-0.428548413,-0.345926142
Otu008454,-0.516567782,0.088469375,-0.337813652,-0.075744007,-0.067577478,-0.080117324,-0.307040068,-0.51785472,0.199858747,-0.019989376,-0.203285812,-0.000733217,0.087982835,-0.20310592,-0.044359986,0.064569583,0.025036659,0.054986831,-0.076948142,-0.067372709,-0.158562086,-0.27281121,0.137339059,0.421774435,0.315296493,-0.042252611,0.208265346,0.235166328,0.152883368,0.30157481,0.271416552,0.345844813,0.381924546
Otu008456,0.466802635,-0.094618782,0.11094007,-0.191148514,-0.102285818,0.164089739,0.426613866,0.365489443,-0.10926487,-0.025561317,0.34680183,-0.225027485,-0.07483204,0.269149792,0.018889796,0.029773652,-0.070750391,-0.078300106,-0.102101656,-0.110082186,0.221164899,0.126315112,-0.15875887,-0.392135406,-0.337201433,0.428088676,-0.208840339,-0.497813147,-0.382919646,-0.479504675,-0.538032295,-0.456165911,-0.324272363
Otu008457,0.446848489,-0.087063915,0.121682807,-0.181835313,-0.086042816,0.168611661,0.372827567,0.344822314,-0.080364255,-0.000809291,0.326067139,-0.161891171,-0.026079226,0.240426286,0.021652574,0.054134742,-0.069763873,-0.066278235,-0.111325594,-0.038120039,0.191004569,0.112650241,-0.193445128,-0.377969241,-0.361070113,0.377129948,-0.235252408,-0.463943806,-0.37265199,-0.466493426,-0.514956536,-0.432257216,-0.340842522
Otu008458,0.451218911,-0.077104746,0.134247117,-0.159440341,-0.072886618,0.156654333,0.372113761,0.355288652,-0.094058831,-0.014308587,0.352325008,-0.155275933,-0.025285696,0.250083071,-0.006622819,0.045370166,-0.087250806,-0.081437685,-0.089333031,-0.051863775,0.189468038,0.131362742,-0.216265362,-0.384916944,-0.380174932,0.367495474,-0.25817775,-0.462241345,-0.360711555,-0.473799158,-0.506728141,-0.421352343,-0.351303977
Otu008459,0.450030018,-0.001096474,0.218058212,-0.146829579,-0.008474991,0.15445919,0.353546397,0.363901047,-0.104383862,0.020584788,0.377469937,-0.117442231,-0.03126519,0.230384084,-0.055800984,0.023590301,-0.120487289,-0.149931058,-0.039457006,-0.102270326,0.204596201,0.17823725,-0.175173969,-0.408688729,-0.357670779,0.344774811,-0.218452702,-0.455654002,-0.342623429,-0.467026389,-0.514080679,-0.384113747,-0.356251514
Otu008475,0.457203986,-0.065179958,0.136288511,-0.158845251,-0.071389277,0.210862653,0.433783996,0.317724603,-0.090863234,-0.034393334,0.307997144,-0.187024272,-0.009935524,0.219874861,0.075630972,0.094111609,-0.076704207,-0.070871826,-0.187462538,-0.026398918,0.136367312,0.081806638,-0.209554569,-0.362924259,-0.362982061,0.396960781,-0.244665805,-0.494020152,-0.384776803,-0.476815169,-0.526837058,-0.47880991,-0.32480115
Otu008477,0.448098548,-0.058873254,0.135303872,-0.156572494,-0.067778217,0.207912658,0.430975237,0.32027259,-0.088597905,-0.033210465,0.305126146,-0.181469291,-0.007912499,0.2131465,0.061213688,0.0932528,-0.073972405,-0.073618854,-0.182084174,-0.035712796,0.135739247,0.08508021,-0.206750669,-0.361512817,-0.355595539,0.395364694,-0.235534823,-0.486033871,-0.377622545,-0.470764923,-0.520781905,-0.467577182,-0.31618238
Otu008518,0.484356658,-0.039325034,0.179627113,-0.117364412,-0.032461184,0.192136429,0.422251888,0.354591438,-0.073086231,-0.000272406,0.344506324,-0.130728909,0.000645171,0.251955858,0.009906521,0.089651873,-0.107415275,-0.10720715,-0.118718511,-0.062445619,0.162771851,0.135155925,-0.27982824,-0.357366662,-0.408076391,0.369307914,-0.274396924,-0.500972178,-0.398784607,-0.524501313,-0.520675417,-0.465111248,-0.349204733
Otu008675,0.418111158,-0.130863839,0.080528093,-0.231174621,-0.128579918,0.15022326,0.381978934,0.325722932,-0.069633841,0.007514115,0.311585808,-0.243842059,-0.066422393,0.218778388,0.039465407,0.057975112,-0.066850009,-0.059660216,-0.117543814,-0.059274086,0.204206244,0.089138186,-0.157622107,-0.374594228,-0.326529468,0.431040941,-0.221151456,-0.467932816,-0.386031858,-0.454812203,-0.501184489,-0.435729638,-0.293446369
Otu008677,0.421881679,-0.105158761,0.113999461,-0.193658336,-0.113153823,0.133097339,0.405850126,0.380965133,-0.129528169,-0.008409542,0.307596675,-0.209973102,-0.088513959,0.244020184,-0.003573691,0.030042806,-0.077409826,-0.085289131,-0.088885658,-0.073192655,0.213448689,0.134199945,-0.161640558,-0.392677359,-0.317967222,0.4194537,-0.199659505,-0.444107716,-0.337682713,-0.433002643,-0.500193154,-0.408873422,-0.30291538
Otu008679,0.451021123,-0.113277087,0.09841676,-0.19861145,-0.108915475,0.152859951,0.393405271,0.347925454,-0.111605014,-0.024486273,0.342003319,-0.188003874,-0.041176948,0.272388095,0.023798201,0.046114788,-0.062267821,-0.058782711,-0.105074609,-0.052863767,0.210520842,0.125819764,-0.204142414,-0.394511121,-0.36083332,0.388647036,-0.243817263,-0.465990771,-0.367247748,-0.46764006,-0.512354217,-0.444699032,-0.339372512
Otu008680,0.435735178,-0.065441829,0.094570138,-0.121319464,-0.074144918,0.190848587,0.36906006,0.332595361,-0.081941953,-0.05963731,0.340807972,-0.210826829,-0.042059902,0.331569819,-0.0560889,0.04763021,-0.093535099,-0.104912714,-0.058741414,-0.088985331,0.12286156,0.094985884,-0.14848653,-0.360820815,-0.362670099,0.442124224,-0.175494487,-0.489865321,-0.380814368,-0.450986438,-0.526411171,-0.429871199,-0.352597797
Otu008681,-0.53917098,0.148753411,-0.318828897,-0.039228489,-0.06356545,-0.049476711,-0.328049124,-0.525293182,0.220910996,-0.005023284,-0.228492341,0.027128426,0.085105251,-0.233905129,-0.031359576,0.081654317,-0.028350112,0.011742009,-0.117410531,-0.039903254,-0.218915777,-0.266500088,0.148703072,0.448881625,0.333596304,-0.079860824,0.283319106,0.255130753,0.172573241,0.335054868,0.265376747,0.367433381,0.402611432
Otu008684,0.464833584,-0.082772108,0.097959967,-0.185131078,-0.08913435,0.17339337,0.436520768,0.349324822,-0.11426458,-0.045879366,0.368628134,-0.224392297,-0.066219485,0.269033294,0.024270583,0.049488268,-0.089556648,-0.093935712,-0.115774551,-0.090536088,0.199573213,0.105460531,-0.19075121,-0.380905832,-0.361513126,0.429525368,-0.232453105,-0.504017778,-0.389574572,-0.496223166,-0.538924296,-0.464890936,-0.332785247
Otu009940,-0.421628972,0.160370701,-0.233208237,0.094164675,0.048372198,-0.0840987,-0.271651787,-0.501195547,0.142965866,-0.048105868,-0.1438081,0.07700042,0.04644653,-0.180311898,-0.152651079,-0.031472524,0.028445682,0.026407308,0.085871094,-0.131038441,-0.199554551,-0.267626725,0.121864389,0.417019951,0.253769128,-0.115233259,0.090970089,0.279900066,0.168907775,0.27567854,0.334175579,0.358930866,0.308198903
Otu009977,0.467606715,-0.271374848,0.087500854,-0.233127659,-0.1992896,0.023334027,0.370148502,0.419676676,-0.329552049,-0.190724104,0.312566552,-0.336168347,-0.168652338,0.408241471,0.072238369,-0.040320906,0.01987766,0.002756681,-0.01447865,-0.115003365,0.329779295,0.284280484,-0.173732227,-0.518776636,-0.294025397,0.307696726,-0.234792592,-0.384592379,-0.2227386,-0.389617858,-0.38495684,-0.382495425,-0.295814527
Otu009980,0.431934734,-0.056013784,0.137807822,-0.161240845,-0.0744172,0.20620029,0.422259906,0.317354545,-0.085744702,-0.024686464,0.292886304,-0.172806147,0.001025921,0.215303056,0.051325416,0.096175411,-0.064494773,-0.064932547,-0.179370342,-0.042079513,0.138318262,0.097963532,-0.199702918,-0.349724361,-0.343164123,0.383881211,-0.220197595,-0.472017268,-0.363848309,-0.459881883,-0.512107146,-0.453642032,-0.300524435
Otu010004,0.352219667,-0.301624342,0.115510094,-0.184641445,-0.320230105,-0.013821969,0.463941085,0.309256813,-0.386329461,-0.041595053,0.1066384,-0.50831806,-0.382971341,0.488871226,-0.015261067,-0.081940915,-0.206756213,-0.144739049,0.135324077,-0.015156173,0.339186793,0.064497267,-0.182255639,-0.388248104,-0.163034176,0.432005581,-0.120204325,-0.380512636,-0.080454177,-0.153176498,-0.18365325,-0.331703631,-0.096226086
Otu010016,-0.520681638,0.212552643,-0.178849356,0.062987638,0.018230228,-0.060552554,-0.22382407,-0.425587423,0.241515176,0.095122562,-0.352682353,0.100043467,0.02632866,-0.327784319,-0.032966741,0.067657528,-0.01534659,0.013933782,-0.098044553,0.022029066,-0.31308225,-0.315830951,0.150961852,0.477521549,0.329314046,-0.113371131,0.24666322,0.284911059,0.201401366,0.376643174,0.290583697,0.356147875,0.435185926
Otu010086,0.467750309,-0.008415367,0.183320256,0.010851053,0.016474259,0.168961318,0.394646869,0.340403931,-0.067093172,-0.050921765,0.359066752,-0.071128016,0.00960089,0.231753749,-0.096013402,0.047087127,-0.120860702,-0.098937202,-0.065370246,-0.088218859,0.125287103,0.107358571,-0.253979108,-0.313996799,-0.423713626,0.315831108,-0.301941566,-0.464911608,-0.351297869,-0.50142859,-0.475731774,-0.395121375,-0.352119713
Otu010126,-0.528622341,0.165390052,-0.205024419,0.070578344,-0.034412516,-0.102574548,-0.275531394,-0.41878021,0.200559611,0.118138773,-0.351816652,0.099959267,0.04682874,-0.322256623,-0.009718754,0.016216657,-0.001276238,0.042684914,-0.108658469,0.010563189,-0.267620554,-0.27503055,0.129240802,0.45166196,0.332419308,-0.150005197,0.287132276,0.315293543,0.220128696,0.39825148,0.314852027,0.377161192,0.421153852
Otu010141,0.458840054,-0.03717436,0.170016319,-0.097287061,-0.03066718,0.180614715,0.391696754,0.352828234,-0.080224017,-0.019963757,0.319409431,-0.095903827,-0.017629257,0.215563981,-0.035993109,0.069589536,-0.08779819,-0.084689275,-0.105323163,-0.038964408,0.133276052,0.097413666,-0.211725348,-0.347649924,-0.378045505,0.349619802,-0.243942741,-0.461301431,-0.359931369,-0.477118575,-0.505698452,-0.414882112,-0.349374788
Otu010149,0.46537161,-0.0305857,0.162679643,-0.103538385,-0.049414095,0.241862967,0.454176333,0.291772866,-0.047230875,-0.000305599,0.296952966,-0.132762183,0.023006519,0.234651991,0.034445717,0.105234738,-0.100017627,-0.07825967,-0.180657383,-0.012284239,0.087751409,0.052572048,-0.221241587,-0.326808094,-0.395950838,0.418692518,-0.255160502,-0.509218688,-0.414358897,-0.487632871,-0.553855404,-0.486814214,-0.350258161
Otu010270,0.45455311,-0.111539617,0.091335889,-0.208822062,-0.110894895,0.157064683,0.390312661,0.343728515,-0.113642247,-0.032751143,0.343554372,-0.191010621,-0.040964778,0.272154831,0.036501993,0.052956616,-0.055288782,-0.059785721,-0.115121669,-0.053752023,0.207166949,0.116736775,-0.211965869,-0.395644503,-0.362641139,0.383901182,-0.235909422,-0.468559752,-0.375118989,-0.476447584,-0.512852374,-0.444486093,-0.33875957
Otu010273,0.437076422,-0.104485071,0.088210002,-0.205103169,-0.111884131,0.137771224,0.377445966,0.359559804,-0.114341977,-0.029313417,0.344608387,-0.189089753,-0.052302036,0.250693876,0.017008063,0.037550455,-0.048598044,-0.054170542,-0.106590584,-0.073711937,0.214162305,0.120485564,-0.201367194,-0.391545166,-0.351131889,0.374534426,-0.234690144,-0.454319853,-0.356269555,-0.464359906,-0.500310074,-0.426046025,-0.323571594
Otu010274,0.450178274,-0.065858096,0.126485816,-0.164502345,-0.07073263,0.157882699,0.378837981,0.352105785,-0.097955689,-0.016124376,0.355095883,-0.159698782,-0.034585152,0.236456666,0.00290222,0.032379086,-0.07614382,-0.080786313,-0.095728193,-0.067552986,0.194527876,0.117400813,-0.203126058,-0.393640171,-0.369105319,0.376352402,-0.250505589,-0.460881478,-0.365245053,-0.469875073,-0.510235251,-0.420578678,-0.343627403
Otu010300,-0.545110312,0.207098999,-0.213503646,0.014657095,-0.017257312,-0.080706534,-0.221793403,-0.447369946,0.207284596,0.100705222,-0.359281676,0.07800996,0.038186614,-0.290584702,-0.060846443,0.068900852,0.001874746,0.032304524,-0.058029304,-0.008939248,-0.282993846,-0.284297531,0.17044004,0.452312455,0.336855951,-0.071489643,0.244522744,0.319829434,0.230664829,0.40411325,0.299119843,0.356281607,0.44092508
Otu010311,0.458785593,-0.273475354,0.066129202,-0.193498218,-0.195287068,0.005244199,0.338093935,0.428454333,-0.350343213,-0.230727338,0.313270247,-0.351537782,-0.198438381,0.418813515,0.041000496,-0.052189657,0.005595006,-0.012683622,0.008874883,-0.114744675,0.298896779,0.259259114,-0.168578855,-0.507605047,-0.297629263,0.305605432,-0.228291798,-0.377951442,-0.215152978,-0.376904278,-0.361038876,-0.363744314,-0.307262883
Otu010374,0.424081094,-0.065646538,0.17253843,-0.16259094,-0.081987094,0.180861228,0.457994453,0.355200221,-0.124318502,-0.001375286,0.286996095,-0.197957195,-0.03313508,0.22105295,0.027286083,0.072283223,-0.08907146,-0.098186112,-0.155303157,-0.067375257,0.170482543,0.137300055,-0.169880207,-0.374314153,-0.311033405,0.41659975,-0.19081686,-0.465055044,-0.337552192,-0.438027715,-0.508663466,-0.441896452,-0.279271303
Otu010385,-0.503287642,0.14720426,-0.186242887,-0.000869896,-0.004346881,-0.109529504,-0.244318083,-0.454449177,0.15480137,0.035221312,-0.285365074,0.028683962,0.0073903,-0.266022199,-0.06804976,0.032632323,0.060705656,0.054647187,-0.025420279,-0.07781943,-0.252539273,-0.255167742,0.156554816,0.375672312,0.329440882,-0.07946878,0.129832165,0.328362686,0.228933034,0.357839315,0.334627951,0.347562787,0.409661382
Otu010392,0.399722258,-0.026102087,0.14007474,-0.166901257,-0.091504088,0.21630855,0.494479201,0.252818052,-0.09334028,-0.006265292,0.300638654,-0.167862151,-0.014902875,0.209351717,0.030880812,0.096704381,-0.101403623,-0.079008937,-0.170990054,-0.02882587,0.081670108,0.057774681,-0.210370324,-0.305783231,-0.339716586,0.44772529,-0.23915322,-0.452232388,-0.357524555,-0.439610697,-0.511042346,-0.431784435,-0.282436611
Otu010393,0.435085411,-0.057765825,0.174744625,-0.128664204,-0.072914507,0.183920792,0.389733624,0.336924169,-0.098706106,-0.006022107,0.287241639,-0.130594309,-2.90E-05,0.220476381,0,0.066593971,-0.08073192,-0.08563387,-0.137914143,-0.043733396,0.141131114,0.128272633,-0.202708399,-0.370694758,-0.348175863,0.347961909,-0.20280029,-0.451263637,-0.344955236,-0.440437362,-0.504228724,-0.412960115,-0.317450344
Otu010394,-0.551879452,0.213924808,-0.13374984,0.028212661,-0.072472429,-0.051333587,-0.2652164,-0.444516871,0.224543583,0.123030198,-0.331024935,0.110480433,0.102849693,-0.339967442,-0.02036273,0.051426244,-0.030388616,-0.008907235,-0.204035092,-0.035114877,-0.324318471,-0.277341737,0.091494391,0.440439981,0.321024213,-0.134463709,0.323612193,0.267801861,0.203806795,0.367909431,0.269782229,0.402107636,0.45949048
Otu010441,-0.541705402,0.173172522,-0.234929307,0.02269454,-0.033247318,-0.097449686,-0.288519137,-0.450913835,0.192452938,0.074662835,-0.3541265,0.060561621,0.042540476,-0.298172753,-0.007384683,0.053625276,0.016456659,0.040787509,-0.091533619,-0.006707764,-0.264601277,-0.274618436,0.146555473,0.437902285,0.33896282,-0.123792151,0.273877112,0.309453334,0.211675276,0.394808313,0.320281325,0.37161216,0.42898068
Otu010491,0.173034393,-0.146652405,0.039264601,-0.274638503,-0.023940836,-0.121381574,0.330309975,0.091135338,-0.213020907,-0.04992942,0.216320344,-0.378645853,-0.162445539,0.148842957,-0.040663182,-0.10141873,-0.041954376,-0.021371889,0.158068229,-0.145876517,0.338233387,0.075571049,-0.031414682,-0.285989118,-0.134564663,0.421053176,-0.500522206,-0.226652469,-0.103737717,-0.204978976,-0.138909737,-0.181535284,-0.063424388
Otu010513,-0.516152692,0.131486009,-0.163292859,0.021174236,-0.090459633,-0.120980009,-0.247712443,-0.450624671,0.154512853,0.085716442,-0.294866927,0.029441322,0.035127279,-0.303491937,0.015313605,-0.020185829,-0.023030337,-0.005051328,-0.167630696,-0.070070615,-0.277222634,-0.271408788,0.098834524,0.353305453,0.316914247,-0.094602026,0.226382361,0.304454108,0.215629855,0.36744062,0.316179682,0.387049286,0.425763821
Otu010514,-0.509453455,0.169614959,-0.190664146,0.015442757,-0.045621282,-0.089358008,-0.269931591,-0.465811899,0.183438868,0.079595276,-0.312189325,0.04694377,0.051440218,-0.310383298,0.033024642,0.010733987,0.010703033,0.025452968,-0.126222317,-0.026731143,-0.276258304,-0.272208665,0.133233697,0.409736783,0.315715206,-0.102795441,0.213154839,0.304555736,0.190504685,0.359789286,0.291212868,0.362367172,0.401249039
Otu010517,0.449435566,-0.055536023,0.145943065,-0.153738107,-0.066170727,0.216540542,0.436270228,0.30833899,-0.08537943,-0.032668097,0.296443739,-0.174068005,0.002227363,0.219223479,0.055886651,0.095427503,-0.070842212,-0.068086365,-0.180806721,-0.034513809,0.13114869,0.088835918,-0.194396016,-0.359601858,-0.350667491,0.396168962,-0.230184924,-0.483925799,-0.374453474,-0.465345878,-0.522924106,-0.463613117,-0.317532985
Otu010518,-0.510164212,0.196245688,-0.19795514,0.030605317,0.000950751,-0.070918326,-0.181358433,-0.431547223,0.214877609,0.109574994,-0.348551105,0.062493211,0.006411301,-0.29093923,-0.07852082,0.071748758,0.01556135,0.04785053,-0.016428611,0.019228158,-0.304016094,-0.331070075,0.150719914,0.449197429,0.303519084,-0.042618374,0.14965148,0.309008452,0.202861968,0.373920619,0.291486775,0.33929519,0.404111438
Otu010530,0.491662046,-0.024481856,0.159147216,-0.10117825,-0.019877601,0.195324578,0.368488409,0.326590134,-0.076942961,-0.057194489,0.383894362,-0.129297092,-0.009499805,0.24522642,-0.038680844,0.051605279,-0.083096203,-0.078023311,-0.075056884,-0.088374551,0.146563564,0.107547275,-0.206122304,-0.358735157,-0.415266813,0.33694373,-0.281658328,-0.502753004,-0.397829709,-0.517485123,-0.527229574,-0.43702579,-0.386412135
Otu010545,-0.353675362,0.387300833,-0.159124717,0.041771182,0.265582255,0.22859722,-0.171242199,-0.541946685,0.386014801,0.137150855,-0.261403395,0.24406795,0.108925267,-0.236735636,-0.113204426,0.258251476,-0.092128988,-0.023066193,-0.046792351,0.17704403,-0.35649162,-0.394038079,0.178895294,0.493819518,0.144904614,0.041507891,0.138328309,0.086101869,-0.00677512,0.176549863,0.109876511,0.194548468,0.261448431
Otu010561,0.462450572,-0.285238493,0.083276811,-0.251207949,-0.2122772,0.005485578,0.362212054,0.425042587,-0.33683052,-0.189657315,0.319289809,-0.342632053,-0.18433886,0.414969206,0.069341531,-0.044532834,0.022055414,0.005687821,-0.001044617,-0.113501404,0.338272524,0.289754228,-0.181493946,-0.518112274,-0.288443634,0.302579795,-0.235712283,-0.376954674,-0.214395937,-0.389090702,-0.371661496,-0.375596518,-0.29121985
Otu010592,-0.524672787,0.203935767,-0.22425447,0.102608034,0.055227904,-0.154632201,-0.287891227,-0.385696145,0.188544878,-0.006957363,-0.279693562,0.093016328,0.042892094,-0.263087951,-0.150607232,0.032482538,0.073990565,0.096676931,-0.006738034,-0.076574027,-0.272855816,-0.300462032,0.159336791,0.449740586,0.289393734,-0.12091964,0.131252036,0.32194786,0.167762515,0.308591107,0.317728682,0.425677275,0.362203981
Otu010593,0.458544304,-0.039384033,0.165094755,-0.095694799,-0.033834739,0.174556667,0.384878273,0.354331,-0.09173178,-0.029108126,0.320706867,-0.104156339,-0.027708988,0.227944181,-0.042149387,0.061083423,-0.086148614,-0.086175309,-0.089826379,-0.056562877,0.143155091,0.117223067,-0.211767541,-0.356847509,-0.375049771,0.346611742,-0.244717428,-0.45752631,-0.355134596,-0.470761065,-0.502710399,-0.41225959,-0.347118723
Otu010674,0.481099691,-0.074548265,0.084399684,-0.176887892,-0.075600331,0.194186968,0.388057671,0.305121994,-0.087936022,-0.063559405,0.392467308,-0.184403928,-0.012557074,0.289660728,0.021991674,0.053369013,-0.056165794,-0.057366741,-0.112290063,-0.094560541,0.191524288,0.106823462,-0.199944992,-0.385859639,-0.387290248,0.378772983,-0.25825936,-0.510990616,-0.409811556,-0.507431436,-0.544925127,-0.481250412,-0.364557031
Otu010691,0.462527421,-0.05626785,0.165138208,-0.142785071,-0.058463782,0.176544958,0.410853657,0.352787741,-0.073722121,0.004327688,0.328135104,-0.141939728,-0.010819907,0.23914606,-0.000351666,0.070433935,-0.076388857,-0.079464531,-0.107565872,-0.080055116,0.176321177,0.139037615,-0.241996449,-0.359842519,-0.373324166,0.366892182,-0.249618571,-0.479803054,-0.379859831,-0.495506438,-0.5063647,-0.443752036,-0.324471187
Otu010692,-0.510638699,0.159475342,-0.231270941,0.10132873,0.086520895,-0.11284108,-0.273514458,-0.364976716,0.196953006,-0.050252034,-0.186494599,0.096697472,0.167058367,-0.226943768,-0.170450612,0.121943926,0.053496852,0.044202515,-0.080004942,-0.088409832,-0.246820536,-0.233839998,0.124312362,0.40459779,0.233979953,-0.033678578,0.043212538,0.32191644,0.128257091,0.208405244,0.276564101,0.341519055,0.316295123
Otu010693,0.469356167,-0.060762504,0.163698999,-0.136848102,-0.053817783,0.154669386,0.401053902,0.386224943,-0.098473841,0.010102722,0.327366364,-0.137524321,-0.037295017,0.214393791,0.02926164,0.066778483,-0.115768516,-0.120788551,-0.116220479,-0.047127515,0.183021236,0.147339191,-0.297430661,-0.384706859,-0.393351431,0.358623147,-0.27230297,-0.467848754,-0.373551765,-0.493886225,-0.501245269,-0.434798074,-0.339336921
Otu010788,0.393722902,0.310319214,0.206370032,0.26908212,0.371285017,0.321911044,0.262275546,0.018592322,0.104754242,0.077788384,0.406239436,0.198518903,0.240962589,0.167322468,-0.280930199,0.088188728,-0.335266847,-0.319792899,0.106347042,0.04969119,-0.09344888,0.067447851,-0.326635693,-0.086964305,-0.539019051,0.232404307,-0.334141719,-0.400265327,-0.356313029,-0.423015597,-0.416299959,-0.393504083,-0.443340149
Otu010814,0.422185268,-0.10477557,0.118373253,-0.20747244,-0.117740258,0.146981675,0.431107489,0.340857418,-0.120661974,-0.023933074,0.339495528,-0.237567462,-0.070602528,0.270986886,0.001894289,0.031363301,-0.072059796,-0.069334207,-0.088303627,-0.108536723,0.226125745,0.154134622,-0.150267293,-0.385791138,-0.310511151,0.428283615,-0.214045107,-0.457476663,-0.333599683,-0.445277627,-0.500025833,-0.422191118,-0.279062891
Otu010843,0.459390048,-0.280614186,0.085899336,-0.240657244,-0.214970078,0.02455373,0.374257476,0.404396063,-0.320823877,-0.184078736,0.30297057,-0.341025273,-0.167177098,0.40178404,0.077114674,-0.04319609,0.019123772,0.008734597,-0.017235641,-0.104994974,0.322158461,0.274973573,-0.173011895,-0.510811746,-0.287506218,0.313495244,-0.230274386,-0.376391599,-0.219756999,-0.381244252,-0.378120763,-0.368807879,-0.284620982
Otu010845,0.429022446,-0.068236572,0.13521601,-0.166021175,-0.0844411,0.193920881,0.431517119,0.320958849,-0.098467163,-0.037211215,0.298102289,-0.183091878,-0.002901892,0.233760114,0.042419636,0.091954363,-0.05869288,-0.060009863,-0.177905377,-0.054943654,0.148133262,0.108395784,-0.197270019,-0.361944493,-0.338769466,0.387358504,-0.218310776,-0.46855948,-0.349140857,-0.456365967,-0.508005132,-0.451527424,-0.292599978
Otu010846,-0.524628463,0.165285664,-0.198648348,0.052869073,-0.030398522,-0.095803342,-0.259223671,-0.421847428,0.211846219,0.110730594,-0.338357923,0.08164485,0.020430341,-0.336465129,-0.025197538,0.025185427,0.000353069,0.027620109,-0.103953951,-0.013471306,-0.274351686,-0.280026081,0.148473158,0.440720327,0.350594722,-0.136530685,0.2876514,0.304000661,0.226551914,0.400255297,0.308339915,0.370590909,0.439792223
Otu010912,0.464842182,-0.050413732,0.182275922,-0.129722419,-0.060173583,0.153133991,0.418182811,0.387659104,-0.11815822,0.014995256,0.323896516,-0.117448356,-0.029726022,0.2427099,-0.011151794,0.043239025,-0.083571747,-0.095624164,-0.099624596,-0.07695084,0.188845931,0.15384776,-0.245886218,-0.387825411,-0.368620039,0.364384432,-0.242281239,-0.460659278,-0.358803338,-0.474073662,-0.506705033,-0.431741966,-0.338574479
Otu010913,0.494975778,-0.041612076,0.165410425,-0.123217791,-0.045997442,0.173248861,0.381262896,0.380536699,-0.098606926,-0.014066424,0.356046857,-0.103481833,-0.018365605,0.245019504,0.002846208,0.053790599,-0.092989152,-0.1132049,-0.111743337,-0.065712956,0.166782642,0.123004514,-0.269555936,-0.373730052,-0.396381214,0.324792448,-0.224876686,-0.490058292,-0.390426928,-0.513664977,-0.523584176,-0.436252747,-0.372658979
